Source	URL	Bias	Score
Plymouth Patriot Post	https://mediabiasfactcheck.com/plymouth-patriot-post/	QS	9
PM Nightly News	https://mediabiasfactcheck.com/pm-nightly-news/	QS	9
Political Ears	https://mediabiasfactcheck.com/political-ears/	QS	9.5
Prntly	https://mediabiasfactcheck.com/prntly/	QS	9.5
Pro-America News	https://mediabiasfactcheck.com/pro-america-news/	QS	9.5
Progress Tribune	https://mediabiasfactcheck.com/progress-tribune/	QS	8.25
Progressives Today	https://mediabiasfactcheck.com/progressives-today/	QS	9.75
Proud Leader	https://mediabiasfactcheck.com/proud-leader/	QS	9.5
Proud Patriots	https://mediabiasfactcheck.com/proud-patriots/	QS	9.5
Qpolitical	https://mediabiasfactcheck.com/red-rock-daily-news/	QS	8.5
React365	https://mediabiasfactcheck.com/react-365/	QS	x
Reagan Coalition	https://mediabiasfactcheck.com/reagan-coalition/	QS	9.5
Real Time Politics	https://mediabiasfactcheck.com/real-time-politics/	QS	8.75
Red Country - Conservative News	https://mediabiasfactcheck.com/red-country-conservative-news/	QS	9.75
Red People	https://mediabiasfactcheck.com/red-people/	QS	9.5
Red Rock Daily News	https://mediabiasfactcheck.com/right-side-news/	QS	9.5
Red, White and Right	https://mediabiasfactcheck.com/red-white-and-right/	QS	9.5
Resistance Report	https://mediabiasfactcheck.com/resistance-report/	QS	8.5
Return of Kings	https://mediabiasfactcheck.com/return-of-kings/	QS	9
Right Journalist	https://mediabiasfactcheck.com/right-journalist/	QS	8.5
Right Side News	https://mediabiasfactcheck.com/right-wing-news/	QS	9.25
Right Smarts	https://mediabiasfactcheck.com/right-smarts/	QS	8.5
Right Wing News	https://mediabiasfactcheck.com/south-jersey-mechanic-trump-news/	QS	9.5
South Jersey Mechanic	https://mediabiasfactcheck.com/truth-revolt/	QS	10
State of the Nation 2012	https://mediabiasfactcheck.com/state-of-the-union-2012/	QS	9.5
Subject Politics	https://mediabiasfactcheck.com/subject-politics/	QS	9.5
Supreme Patriot	https://mediabiasfactcheck.com/supreme-patriot/	QS	9.5
Sure News	https://mediabiasfactcheck.com/sure-news/	QS	9.5
TD Newswire	https://mediabiasfactcheck.com/td-newswire/	QS	10
Teddy Stick	https://mediabiasfactcheck.com/teddy-stick/	QS	8.5
Tell Me Now	https://mediabiasfactcheck.com/tell-me-now/	QS	9
The American Mirror	https://mediabiasfactcheck.com/the-american-mirror/	QS	8.75
The Angry Patriot	https://mediabiasfactcheck.com/the-angry-patriot/	QS	9.75
The Boston Tribune	https://mediabiasfactcheck.com/the-boston-tribune/	QS	8.5
The Constitution	https://mediabiasfactcheck.com/the-constitution/	QS	8.5
The DC Clothesline	https://mediabiasfactcheck.com/the-d-c-clothesline/	QS	9.5
The Duran	https://mediabiasfactcheck.com/the-duran/	QS	8.25
The Federalist Papers Project	https://mediabiasfactcheck.com/the-federalist-papers-project/	QS	9.5
The Federation for American Immigration Reform	https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/	QS	8.75
The Free Patriot	https://mediabiasfactcheck.com/the-free-patriot/	QS	9.5
The Gateway Pundit	https://mediabiasfactcheck.com/the-gateway-pundit/	QS	9.5
The Horn	https://mediabiasfactcheck.com/the-horn-news/	QS	8.75
The New Observer	https://mediabiasfactcheck.com/the-new-observer/	QS	10
The Proud Conservative	https://mediabiasfactcheck.com/the-proud-conservative/	QS	9.5
The Proud Liberal	https://mediabiasfactcheck.com/the-proud-liberal/	QS	8.25
The Right Stuff	https://mediabiasfactcheck.com/the-right-stuff/	QS	10
The Rightists	https://mediabiasfactcheck.com/the-rightists/	QS	9.5
The Trump Media	https://mediabiasfactcheck.com/the-trump-media/	QS	9.5
The Truth Division	https://mediabiasfactcheck.com/the-truth-division/	QS	9
The US Patriot	https://mediabiasfactcheck.com/the-us-patriot/	QS	9.5
The Washington Feed	https://mediabiasfactcheck.com/the-washington-feed/	QS	8.25
True Activist	https://mediabiasfactcheck.com/truth-examiner/	QS	8
Truth and Action	https://mediabiasfactcheck.com/truth-and-action/	QS	9.5
Truth Examiner	https://mediabiasfactcheck.com/qpolitical/	QS	9.25
Truth Monitor	https://mediabiasfactcheck.com/truth-monitor/	QS	9.5
Truth Revolt	https://mediabiasfactcheck.com/truth-revolt/	QS	9
Truthfeed	https://mediabiasfactcheck.com/truthfeed/	QS	9.25
Uncle Sam's Misguided Children	https://mediabiasfactcheck.com/uncle-sams-misguided-children/	QS	9.5
US Chronicle	https://mediabiasfactcheck.com/us-chronicle/	QS	8.5
US Herald	https://mediabiasfactcheck.com/us-herald/	QS	9.5
USA News Today	https://mediabiasfactcheck.com/usanewstoday/	QS	9.5
USA News/Politics News USA	https://mediabiasfactcheck.com/usa-newspolitics-usa-news/	QS	10
USA Newsflash	https://mediabiasfactcheck.com/usa-newsflash/	QS	9.5
Usa Politics Now	https://mediabiasfactcheck.com/usa-politics-now/	QS	8.75
USA Supreme	https://mediabiasfactcheck.com/usa-supreme/	QS	9
USPostman	https://mediabiasfactcheck.com/us-postman/	QS	9.5
Vanguard America	https://mediabiasfactcheck.com/vanguard-america/	QS	9.5
Vatican Radio	https://mediabiasfactcheck.com/vatican-radio/	QS	6.5
Vdare	https://mediabiasfactcheck.com/vdare/	QS	8.5
Vidmax	https://mediabiasfactcheck.com/vidmax-2/	Qs	9
Viral Liberty	https://mediabiasfactcheck.com/viral-liberty/	QS	10
Walk with Her	https://mediabiasfactcheck.com/walk-with-her/	QS	8.5
Web Daily	https://mediabiasfactcheck.com/web-daily/	QS	9.25
Winning Democrats	https://mediabiasfactcheck.com/winning-democrats/	QS	9.25
World News Politics	https://mediabiasfactcheck.com/world-news-politics/	QS	9
World Politicus	https://mediabiasfactcheck.com/world-news-politics/	QS	9
Yes I'm Right	https://mediabiasfactcheck.com/yes-im-right/	QS	9.75
ZootFeed	https://mediabiasfactcheck.com/zootfeed/	QS	9.5
WorldPolitics News	https://mediabiasfactcheck.com/worldpolitics-news/	QS	9.25
Departed (Maganews.com)	https://mediabiasfactcheck.com/departed-maganews-com/	QS	9.75
Draining the Swamp	https://mediabiasfactcheck.com/draining-the-swamp/	QS	8.5
SHTFplan.com	https://mediabiasfactcheck.com/shtfplan-com/	QS	8.5
Moving Left	https://mediabiasfactcheck.com/moving-left/	QS	8.75
Politico Info	https://mediabiasfactcheck.com/politico-info/	QS	9.5
Tea Party Inc.	https://mediabiasfactcheck.com/tea-party-inc/	QS	9
MILO	https://mediabiasfactcheck.com/milo-news/	QS	8
Opposition Report	https://mediabiasfactcheck.com/opposition-report/	QS	8.25
Today Dispatch	https://mediabiasfactcheck.com/today-dispatch/	QS	8.5
News Chicken	https://mediabiasfactcheck.com/news-chicken/	QS	9
All News Pipeline	https://mediabiasfactcheck.com/all-news-pipeline/	QS	9
American Patriot Daily	https://mediabiasfactcheck.com/american-patriot-daily/	QS	8.5
American Today	https://mediabiasfactcheck.com/american-today/	QS	9
Syria News	http://mediabiasfactcheck.com/syria-news/	QS	8.5
New Nation News	https://mediabiasfactcheck.com/new-nation-news/	QS	10
Open Magazines	https://mediabiasfactcheck.com/open-magazines/	QS	9.5
247 News Media	https://mediabiasfactcheck.com/247-news-media/	QS	9.5
Alabama Observer	https://mediabiasfactcheck.com/alabama-observer/	QS	3.5
American Flavor	https://mediabiasfactcheck.com/american-flavor/	QS	8.5
American People Network	https://mediabiasfactcheck.com/american-people-network/	QS	9.5
Aurora-News	https://mediabiasfactcheck.com/aurora-news/	QS	8
The Daily Bell	https://mediabiasfactcheck.com/the-daily-bell/	QS	7
BlueVision.News	https://mediabiasfactcheck.com/bluevision-news/	QS	9.5
Blue Vision Post	https://mediabiasfactcheck.com/blue-vision-post/	QS	9.5
Girls Just Wanna Have guns	https://mediabiasfactcheck.com/girls-just-wanna-have-guns/	QS	9.25
Conservative Flash News	https://mediabiasfactcheck.com/conservative-flash-news/	QS	9.75
Daily USA Update	https://mediabiasfactcheck.com/daily-usa-update/	QS	9.25
Democratic Moms	https://mediabiasfactcheck.com/democratic-moms/	QS	9.25
Donald Trump Potus 45	https://mediabiasfactcheck.com/donald-trump-potus-45/	QS	9.5
ENH Live	https://mediabiasfactcheck.com/enh-live/	QS	8.25
Flash News Corner	https://mediabiasfactcheck.com/flash-news-corner/	QS	9.75
Florida Sun-Post	https://mediabiasfactcheck.com/florida-sun-post/	QS	x
Global Politics Now	https://mediabiasfactcheck.com/global-politics-now/	QS	9.5
News Feed Hunter	https://mediabiasfactcheck.com/news-feed-hunter/	QS	10
The Delorables	https://mediabiasfactcheck.com/the-deplorables/	QS	9.5
President 45 Donald Trump	https://mediabiasfactcheck.com/president-45-donald-trump/	QS	9.5
Read Conservatives	https://mediabiasfactcheck.com/read-conservatives/	QS	9.25
Red Info	https://mediabiasfactcheck.com/red-info/	QS	10
Spinzon	https://mediabiasfactcheck.com/spinzon/	QS	9.5
USA News/States-TV	https://mediabiasfactcheck.com/usa-newsstates-tv/	QS	9
TdtAlliance.com	https://mediabiasfactcheck.com/tdtalliance-com/	QS	9
The Premium News	https://mediabiasfactcheck.com/the-premium-news/	QS	9.5
The New York Evening	https://mediabiasfactcheck.com/the-new-york-evening/	QS	9.5
The USA Conservative	https://mediabiasfactcheck.com/the-usa-conservative/	QS	9.25
Geller Report	https://mediabiasfactcheck.com/geller-report/	QS	9.5
cnn-globalnews.com	https://mediabiasfactcheck.com/cnn-globalnews-com/	QS	x
American Thinker	https://mediabiasfactcheck.com/american-thinker/	QS	8.5
Canada Free Press	https://mediabiasfactcheck.com/canada-free-press/	QS	9
CNS News	https://mediabiasfactcheck.com/cns-news/	QS	8.5
Daily Mail	https://mediabiasfactcheck.com/daily-mail/	QS	7.5
Drudge Report	https://mediabiasfactcheck.com/drudge-report/	QS	7.75
Heartland Institute	https://mediabiasfactcheck.com/heartland-institute/	QS	7.75
Judicial Watch	https://mediabiasfactcheck.com/judicial-watch/	QS	8.5
Liberty Alliance	https://mediabiasfactcheck.com/liberty-alliance/	QS	8.25
Red State Watcher	https://mediabiasfactcheck.com/red-state-watcher/	QS	9.25
Truth in Media	https://mediabiasfactcheck.com/truth-in-media/	QS	8.25
RT News	https://mediabiasfactcheck.com/rt-news/	QS	4.75
Sputnik	https://mediabiasfactcheck.com/sputnik-news/	QS	6.75
GOD Good Lord Above	https://mediabiasfactcheck.com/god-good-lord-above/	QS	8.25
Universe Politics	https://mediabiasfactcheck.com/universe-politics/	QS	9.5
USA Television	https://mediabiasfactcheck.com/usa-television/	QS	x
USA Daily Post	https://mediabiasfactcheck.com/usa-daily-post/	QS	9.5
USA Dose News	https://mediabiasfactcheck.com/usa-dose-news/	QS	9.5
USAFirstInfo	https://mediabiasfactcheck.com/usafirstinfo/	QS	9.5
USA News for You	https://mediabiasfactcheck.com/usa-news-for-you/	QS	9.5
USA World Box	https://mediabiasfactcheck.com/usa-world-box/	QS	8.75
US Advisor	https://mediabiasfactcheck.com/us-advisor/	QS	9.75
US Info News	https://mediabiasfactcheck.com/us-info-news/	QS	9.5
We Conservative	https://mediabiasfactcheck.com/we-conservative/	QS	9.75
MartinLutherKing.org	https://mediabiasfactcheck.com/martinlutherking-org/	QS	10
Defund.com	https://mediabiasfactcheck.com/defund-com/	QS	9.25
Conservative Nation	https://mediabiasfactcheck.com/conservative-nation/	QS	8.5
Breakingtop.world	https://mediabiasfactcheck.com/breakingtop-world/	QS	10
Daily Insider News	https://mediabiasfactcheck.com/daily-insider-news/	QS	8.75
The Political Tribune	https://mediabiasfactcheck.com/the-political-tribune/	QS	9.25
American Fans	http://mediabiasfactcheck.com/american-news/	QS	9
American Journal Review	https://mediabiasfactcheck.com/american-journal-review/	QS	9.5
Federalist Nation	https://mediabiasfactcheck.com/federalist-nation/	QS	9.5
Conservative Army	https://mediabiasfactcheck.com/conservative-army/	QS	9
Stone Cold Truth	https://mediabiasfactcheck.com/stone-cold-truth/	QS	8.5
National Enquirer	https://mediabiasfactcheck.com/national-enquirer/	QS	6.5
EarthNews-Conservative News	https://mediabiasfactcheck.com/earthnews-conservative-news/	QS	9
Defiant America	https://mediabiasfactcheck.com/defiant-america/	QS	8.5
Alliance Defending Freedom	https://mediabiasfactcheck.com/alliance-defending-freedom/	QS	8
Britain First	https://mediabiasfactcheck.com/britain-first/	QS	8.25
Knights Templar International	https://mediabiasfactcheck.com/knights-templar-international/	QS	8.5
Globe Magazine	https://mediabiasfactcheck.com/globe-magazine/	QS	x
The Washington Standard	https://mediabiasfactcheck.com/the-washington-standard/	QS	9.25
Blue Tribune	https://mediabiasfactcheck.com/blue-tribune/	QS	9
Conservative Firing Line	https://mediabiasfactcheck.com/conservative-firing-line/	QS	8.25
Political Inbox	https://mediabiasfactcheck.com/political-inbox/	QS	9.75
Project Purge	https://mediabiasfactcheck.com/project-purge/	QS	9.5
GOP Watchdog	https://mediabiasfactcheck.com/gop-watchdog/	QS	9
Christian Action Network	https://mediabiasfactcheck.com/christian-action-network/	QS	9
Patribotics Blog	https://mediabiasfactcheck.com/patribotics-blog/	QS	4
US Journal Review	https://mediabiasfactcheck.com/us-journal-review/	QS	9.25
Powdered Wig Society	https://mediabiasfactcheck.com/powdered-wig-society/	QS	9.25
Black Pigeon Speaks	https://mediabiasfactcheck.com/black-pigeon-speaks/	QS	9
Liberal Speak	https://mediabiasfactcheck.com/liberal-speak/	QS	8.5
Hawar News Agancy	https://mediabiasfactcheck.com/hawar-news-agency/	QS	9.25
Patriot Beacon	https://mediabiasfactcheck.com/patriot-beacon/	QS	9.5
The National Patriot	https://mediabiasfactcheck.com/the-national-patriot/	QS	8.75
Squawker	https://mediabiasfactcheck.com/squawker/	QS	8.25
GotNews	https://mediabiasfactcheck.com/gotnews/	QS	9
NewsWars	https://mediabiasfactcheck.com/newswars/	QS	8
Daily Notify	https://mediabiasfactcheck.com/daily-notify/	QS	9.75
Conservative Byte	https://mediabiasfactcheck.com/conservative-byte/	QS	9.25
SpeakGov.com	https://mediabiasfactcheck.com/speakgov-com/	QS	9.5
Political Site News	https://mediabiasfactcheck.com/political-site-news/	QS	9.5
Top Right News	https://mediabiasfactcheck.com/top-right-news/	QS	9.5
Concerned Women for America	https://mediabiasfactcheck.com/concerned-women-america/	QS	8.75
Truth Uncensored	https://mediabiasfactcheck.com/truth-uncensored/	QS	9.5
Daily Presser	https://mediabiasfactcheck.com/daily-presser/	QS	8.5
American Principles Project	https://mediabiasfactcheck.com/american-principles-project/	QS	8.75
The National Pulse	https://mediabiasfactcheck.com/the-national-pulse/	QS	8.75
Witherspoon Institute	https://mediabiasfactcheck.com/witherspoon-institute/	QS	8.25
anews-24 (American News)	https://mediabiasfactcheck.com/anews-24-com-american-news/	QS	10
The Goldwater	https://mediabiasfactcheck.com/the-goldwater/	QS	9.25
Poltifact News	https://mediabiasfactcheck.com/politifact-news/	QS	9.5
Red Ice TV	https://mediabiasfactcheck.com/red-ice-tv/	QS	9.25
MBGA - Make Britain Great Again	https://mediabiasfactcheck.com/mbga-make-britain-great/	QS	9
Conservative Movement	https://mediabiasfactcheck.com/conservative-movement/	QS	9.5
Borderland Alternative Media (BAM)	https://mediabiasfactcheck.com/borderland-alternative-media-bam/	QS	8.5
Red State Pundit	https://mediabiasfactcheck.com/red-state-pundit/	QS	9.5
Right Alerts	https://mediabiasfactcheck.com/right-alerts/	QS	9.5
The Times of America	https://mediabiasfactcheck.com/the-times-of-america/	QS	9
Nation45	https://mediabiasfactcheck.com/nation45/	QS	10
Red Politics	https://mediabiasfactcheck.com/red-politics/	QS	9.5
Understanding the threat	https://mediabiasfactcheck.com/understanding-the-threat/	QS	8.25
Smoloko	https://mediabiasfactcheck.com/smoloko-news/	QS	10
TheBreakingNews	https://mediabiasfactcheck.com/thebreakingnews/	QS	9.5
Red Rock Tribune	https://mediabiasfactcheck.com/red-rock-tribune/	QS	9.5
Free Patriot Post	https://mediabiasfactcheck.com/free-patriot-post/	QS	9.5
The Peoples Truth	https://mediabiasfactcheck.com/the-peoples-truth/	QS	9.5
Conservative Patriot	https://mediabiasfactcheck.com/conservative-patriot/	QS	9.5
Western Sentinel	https://mediabiasfactcheck.com/western-sentinel/	QS	8.5
Conservative Politicus	https://mediabiasfactcheck.com/conservative-politicus/	QS	16.75
News Blaze	https://mediabiasfactcheck.com/news-blaze/	QS	8.75
Sunday Inquirer	https://mediabiasfactcheck.com/sunday-inquirer/	QS	x
USA Viral News Today	https://mediabiasfactcheck.com/usa-viral-news-today/	QS	9.25
Viral Patriot	https://mediabiasfactcheck.com/viral-patriot/	QS	9.5
London Web News	https://mediabiasfactcheck.com/london-web-news/	QS	9.5
Fars News	https://mediabiasfactcheck.com/fars-news/	QS	3.75
Red State Journalist	https://mediabiasfactcheck.com/red-state-journalist/	QS	9.5
The Red Elephants	https://mediabiasfactcheck.com/the-red-elephants/	QS	10
The Religion of Peace	https://mediabiasfactcheck.com/the-religion-of-peace/	QS	9.5
NMWS.us	https://mediabiasfactcheck.com/nmws-us/	QS	9
News Up Today	https://mediabiasfactcheck.com/news-up-today/	QS	9.5
Taki's Magazine	https://mediabiasfactcheck.com/takis-magazine/	QS	8.75
Shared News Report	https://mediabiasfactcheck.com/shared-news-report/	QS	9.25
The Free Telegraph	https://mediabiasfactcheck.com/the-free-telegraph/	QS	7.5
American Truth Seekers	https://mediabiasfactcheck.com/american-truth-seekers/	QS	9.5
IMOwired	https://mediabiasfactcheck.com/imowired/	QS	9.75
National Vanguard	https://mediabiasfactcheck.com/national-vanguard/	QS	9.75
Puppet String News	https://mediabiasfactcheck.com/puppet-string-news/	QS	9.5
Blue Informer	https://mediabiasfactcheck.com/blue-informer/	QS	9.5
National Alliance	https://mediabiasfactcheck.com/national-alliance/	QS	10
Stares at the World	https://mediabiasfactcheck.com/stares-at-the-world/	QS	9.25
USA Conservative Report	https://mediabiasfactcheck.com/usa-conservative-report/	QS	9.5
News Conservative	https://mediabiasfactcheck.com/news-conservative/	QS	10
Joe for America	https://mediabiasfactcheck.com/joe-for-america/	QS	8
Defend Europa	https://mediabiasfactcheck.com/defend-europa/	QS	8.5
South Africa Today	https://mediabiasfactcheck.com/south-africa-today/	QS	6.5
10News.one	https://mediabiasfactcheck.com/10news-one/	QS	9.5
Underground Journalist	https://mediabiasfactcheck.com/underground-journalist/	QS	9.5
